Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D50Z;D50B;D51Z;D51B;D52Z;D52B;V53Z;V53B;V54Z;V54B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;V85Z;V85B;D110Z;D110B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;V115Z;V115B;T32Z;T32B;T32bZ;T32bB;T35bZ;T35bB;T38Z;T38B;T38bZ;T38bB;T41bZ;T41bB;T35Z;T35B;T41Z;T41B
02.04.2024;00:16;A 17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2024;00:15;A 17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2024;00:14;A 17;1;1;5;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2024;00:13;A 17;1;3;44;1;18;1;35;0;0;0;0;0;0;0;0;0;0;0;0;1;8;1;0;1;5;0;0;0;0;0;0;2;1;0;0;1;5;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2024;00:12;A 17;1;0;0;2;14;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;49;0;0;1;6;0;0;0;0;0;0;1;1;0;0;1;17;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0
02.04.2024;00:11;A 17;1;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;0;0;1;10;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2024;00:10;A 17;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2024;00:09;A 17;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2024;00:08;A 17;1;1;0;1;1;1;0;0;0;1;0;1;18;2;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;16;0;12;1;21;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2024;00:07;A 17;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;1;8;1;13;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2024;00:06;A 17;1;1;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;1;6;0;0;0;0;0;0;1;36;2;2;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2024;00:05;A 17;1;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;1;0;1;5;1;4;0;0;2;5;0;0;1;2;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2024;00:04;A 17;1;1;1;2;16;1;4;0;0;0;0;1;10;1;0;1;5;0;0;1;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2024;00:03;A 17;1;2;0;1;5;0;0;0;0;0;0;1;8;0;0;1;14;0;0;34;4;0;0;2;9;0;0;0;0;0;0;2;29;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2024;00:02;A 17;1;3;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;50;0;0;4;58;0;0;0;0;0;0;2;17;0;0;2;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2024;00:01;A 17;1;1;0;0;31;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;29;0;0;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2024;00:00;A 17;1;0;0;2;22;0;0;0;0;0;0;1;14;0;0;1;6;0;0;1;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:59;A 17;1;0;0;2;20;0;0;0;0;0;0;1;18;0;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:58;A 17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;7;1;4;0;0;0;0;0;0;4;43;2;2;2;43;3;18;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:57;A 17;1;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;2;13;1;4;1;2;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:56;A 17;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;6;0;0;3;15;0;0;2;28;0;0;0;0;0;0;2;18;0;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:55;A 17;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:54;A 17;1;0;0;2;17;0;0;0;0;0;0;1;0;0;0;1;2;0;0;2;40;0;0;1;17;0;0;0;0;0;0;3;6;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:53;A 17;1;0;95;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;3;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0;1;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:52;A 17;1;0;100;0;0;0;0;0;0;0;0;1;28;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:51;A 17;1;2;28;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;3;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:50;A 17;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:49;A 17;1;0;0;2;4;0;0;0;0;0;0;1;14;0;0;1;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:48;A 17;1;0;0;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;4;0;0;0;0;0;0;1;11;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:47;A 17;1;0;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:46;A 17;1;0;0;0;0;0;0;0;0;0;0;1;20;0;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;7;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:45;A 17;1;0;0;0;0;0;0;0;0;0;0;1;6;1;1;1;4;0;0;1;1;1;0;1;7;1;2;2;2;0;0;1;22;1;21;2;31;1;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:44;A 17;1;1;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;17;1;0;2;13;0;0;0;0;0;0;5;6;0;13;3;25;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:43;A 17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;5;0;0;0;0;0;0;0;0;1;5;1;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:42;A 17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:41;A 17;1;1;0;1;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;16;0;0;3;13;0;0;0;0;0;0;2;23;1;20;3;18;1;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:40;A 17;1;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:39;A 17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;2;20;0;0;1;27;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
01.04.2024;23:38;A 17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;0;0;3;18;0;0;0;0;0;0;1;13;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:37;A 17;1;1;0;2;14;1;2;0;0;0;0;1;7;0;0;0;3;0;0;4;2;1;0;1;8;0;0;0;0;0;0;1;16;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:36;A 17;1;1;0;0;0;0;0;0;0;0;0;1;17;0;0;2;9;0;0;10;2;0;0;1;7;0;0;0;0;0;0;1;8;0;0;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:35;A 17;1;1;0;1;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;14;1;1;0;30;1;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:34;A 17;1;3;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;4;1;5;1;9;1;9;1;7;0;0;3;3;1;1;2;18;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:33;A 17;1;0;0;0;0;0;0;0;0;0;0;2;15;1;0;0;4;0;0;3;1;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:32;A 17;1;4;2;2;9;0;0;0;0;0;0;0;0;0;0;1;2;0;0;6;5;0;0;3;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:31;A 17;1;1;1;1;3;1;3;0;0;0;0;1;0;0;0;1;3;0;0;2;26;0;0;3;40;0;0;0;0;0;0;2;17;0;0;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:30;A 17;1;3;2;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;0;0;3;24;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:29;A 17;1;0;0;1;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;7;2;2;4;1;8;0;0;0;0;0;0;1;5;4;48;3;17;2;42;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:28;A 17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;3;0;0;0;0;1;0;0;0;0;0;0;1;11;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:27;A 17;1;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;11;2;27;6;22;1;33;1;6;0;0;4;31;1;0;2;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:26;A 17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:25;A 17;1;1;1;2;14;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;24;1;0;1;6;0;0;0;0;0;0;3;21;0;0;1;35;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:24;A 17;1;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;11;0;0;3;19;0;0;0;0;0;0;0;0;1;24;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:23;A 17;1;1;18;2;16;1;7;0;0;0;0;1;2;0;0;1;4;0;0;3;1;0;0;1;5;0;0;0;0;0;0;2;1;1;30;1;12;1;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:22;A 17;1;1;0;2;17;0;0;0;0;0;0;1;0;1;0;1;2;0;0;5;14;0;0;3;10;0;0;0;0;0;0;1;13;2;10;2;16;1;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:21;A 17;1;4;2;2;8;1;3;0;0;0;0;0;0;0;0;0;0;0;0;5;29;1;0;2;17;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:20;A 17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;0;2;10;0;0;0;0;0;0;0;0;1;17;0;0;1;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:19;A 17;1;2;0;2;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;6;0;0;0;0;0;0;0;0;1;16;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:18;A 17;1;3;1;3;21;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;22;0;0;0;32;0;0;0;0;0;0;2;43;0;0;1;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:17;A 17;1;0;0;1;8;0;0;0;0;0;0;1;17;0;0;1;5;0;0;3;26;0;0;4;27;0;0;0;0;0;0;1;5;0;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:16;A 17;1;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:15;A 17;1;1;0;0;0;0;0;0;0;0;0;1;5;0;0;1;8;0;0;7;24;0;2;2;11;0;0;0;0;0;0;1;1;1;19;0;0;1;7;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:14;A 17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;36;1;2;1;45;0;0;0;0;0;0;3;28;0;0;2;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:13;A 17;1;1;0;1;12;0;0;0;0;0;0;1;17;0;0;1;4;0;0;3;0;0;0;2;11;0;0;0;0;0;0;1;9;0;0;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:12;A 17;1;1;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;2;7;0;0;1;1;0;0;2;10;0;0;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:11;A 17;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;40;1;4;2;30;0;0;1;0;0;0;1;21;0;0;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:10;A 17;1;1;0;2;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;57;0;0;1;9;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:09;A 17;1;2;1;1;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:08;A 17;1;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;29;0;0;2;15;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:07;A 17;1;0;0;1;7;0;0;0;0;0;0;1;10;0;0;1;6;0;0;6;6;0;0;4;13;0;0;0;0;0;0;3;49;1;25;1;60;2;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:06;A 17;1;1;23;1;45;0;8;0;0;0;0;1;11;0;0;1;12;0;0;1;30;1;0;0;0;0;0;0;0;0;0;2;6;0;0;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:05;A 17;1;0;0;1;51;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;21;1;0;4;24;0;0;0;0;0;0;6;9;1;1;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:04;A 17;1;0;0;2;22;0;0;0;0;0;0;2;37;1;0;2;14;0;0;4;43;0;0;1;10;0;0;0;0;0;0;4;40;2;30;2;63;2;9;1;6;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:03;A 17;1;0;0;3;20;1;1;0;0;0;0;1;0;0;0;1;4;0;0;3;1;1;5;2;4;2;10;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:02;A 17;1;1;0;1;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;1;0;1;5;0;0;1;1;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:01;A 17;1;2;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;5;21;0;0;0;0;0;0;1;5;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;23:00;A 17;1;2;1;1;7;0;0;0;0;0;0;0;0;1;11;0;0;0;0;6;2;0;0;1;11;0;0;0;0;0;0;3;2;1;1;1;14;1;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:59;A 17;1;1;0;3;7;0;0;0;0;0;0;0;0;1;6;0;0;1;7;6;2;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:58;A 17;1;2;0;1;0;0;0;0;0;0;0;1;54;0;0;1;4;0;0;3;35;0;36;1;6;0;36;3;16;0;0;0;3;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:57;A 17;1;3;1;3;20;0;0;0;0;0;0;1;14;0;0;1;8;0;0;5;12;1;16;4;20;1;6;0;0;0;0;3;8;3;5;2;29;1;2;1;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3
01.04.2024;22:56;A 17;1;1;0;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;15;1;1;2;15;0;0;2;1;0;0;1;1;1;18;0;0;2;9;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:55;A 17;1;0;0;1;4;0;0;0;0;1;0;2;8;0;0;2;12;0;0;1;30;0;0;1;6;0;0;0;0;0;0;5;55;0;26;1;73;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:54;A 17;1;1;80;2;19;2;9;0;0;0;0;1;1;0;0;1;4;0;0;3;1;2;2;0;0;2;5;3;3;0;0;1;21;1;13;1;34;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:53;A 17;1;0;100;3;12;1;6;0;0;0;0;0;0;1;0;0;0;0;0;3;3;0;0;5;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:52;A 17;1;0;100;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;33;0;0;2;15;0;0;0;0;0;0;1;52;1;61;1;9;1;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:51;A 17;1;3;11;0;0;0;0;0;0;1;29;1;31;0;0;1;6;0;0;6;40;0;0;4;22;0;0;0;0;0;0;1;30;1;18;1;14;0;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:50;A 17;1;1;0;0;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;5;22;1;1;4;15;0;0;2;1;0;0;1;12;0;0;1;11;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:49;A 17;1;0;0;2;7;1;1;0;0;0;0;0;0;1;5;0;0;1;8;2;1;0;0;1;5;0;0;0;0;0;0;2;16;2;1;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:48;A 17;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;4;0;0;6;26;1;4;0;4;1;5;1;7;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:47;A 17;1;2;0;3;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;9;0;0;3;9;0;0;0;0;0;0;2;16;1;1;2;14;2;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:46;A 17;1;1;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5;0;0;3;11;0;0;0;0;0;0;2;31;0;0;1;20;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:45;A 17;1;2;14;3;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;35;0;0;1;7;0;0;0;0;0;0;1;34;0;0;2;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:44;A 17;1;3;1;1;2;0;0;0;0;0;0;1;1;0;0;1;5;0;0;8;54;0;0;3;53;0;0;0;0;0;0;1;24;0;0;1;8;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0
01.04.2024;22:43;A 17;1;2;1;2;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7;14;0;0;3;41;0;0;0;0;0;0;3;16;1;4;2;30;1;6;2;2;0;0;0;0;1;1;0;0;0;0;2;3;1;1;0;0
01.04.2024;22:42;A 17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;37;0;0;1;41;0;0;0;0;0;0;1;16;1;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:41;A 17;1;0;0;1;8;0;0;0;0;0;0;1;5;0;0;0;0;0;0;6;31;0;0;3;15;0;0;0;0;0;0;2;57;1;0;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:40;A 17;1;1;16;0;0;0;0;0;0;0;0;2;56;0;0;2;47;0;0;5;3;0;0;3;16;0;0;0;0;0;0;4;5;0;0;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:39;A 17;1;0;100;1;8;0;0;0;0;0;0;1;23;0;0;1;31;0;0;2;1;0;0;2;7;0;0;0;0;0;0;0;18;0;19;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:38;A 17;1;0;100;3;24;1;2;0;0;0;0;0;27;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;34;1;27;1;10;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:37;A 17;1;1;93;1;28;0;0;0;0;0;0;1;27;0;0;1;6;0;0;7;4;0;0;5;26;0;0;0;0;0;0;2;4;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:36;A 17;1;2;0;3;13;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;11;1;0;2;7;0;0;0;0;0;0;1;27;0;0;4;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:35;A 17;1;2;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;1;9;3;7;0;10;2;3;0;0;1;21;1;48;1;13;2;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:34;A 17;1;0;0;2;29;1;2;0;0;0;0;0;0;0;0;0;0;0;0;9;11;1;5;3;26;1;4;1;10;0;0;2;82;0;0;1;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:33;A 17;1;3;1;1;11;0;0;0;0;3;14;1;20;0;0;1;7;0;0;6;26;0;0;5;31;0;0;0;0;0;0;1;3;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:32;A 17;1;1;1;0;0;0;0;0;0;1;1;1;3;1;16;2;3;0;0;3;12;0;0;1;11;0;0;0;0;0;0;2;13;1;1;2;21;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2024;22:31;A 17;1;1;66;2;15;0;0;0;0;0;0;1;55;0;0;1;8;0;0;5;32;0;0;5;24;0;0;0;0;0;0;3;43;0;0;1;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
