Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;V15Z;V15B;V16Z;V16B;V17Z;V17B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D24Z;D24B;V26Z;V26B;V27Z;V27B;V28Z;V28B;V29Z;V29B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D34Z;D34B;V36Z;V36B;V37Z;V37B;V38Z;V38B;V39Z;V39B;V40Z;V40B;V41Z;V41B;V42Z;V42B;D43Z;D43B;V45Z;V45B;V46Z;V46B;V47Z;V47B;V48Z;V48B
08.06.2024;07:16;A 36;1;1;1;0;40;0;0;0;0;0;39;0;0;0;0;0;0;1;6;1;4;0;0;0;0;2;10;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3;1;1;0;0
08.06.2024;07:15;A 36;1;0;0;2;50;0;0;0;0;2;63;0;0;0;0;0;0;3;14;1;16;0;0;2;1;3;30;2;19;0;0;0;0;1;1;0;0;1;25;0;0;1;3;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;07:14;A 36;1;0;0;1;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;1;1;1;34;2;17;0;0;1;3;1;7;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;07:13;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;33;2;30;0;0;0;0;2;12;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0
08.06.2024;07:12;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;25;0;0;0;0;0;0;1;5;0;0;0;0;0;0;1;4;0;0;0;0;0;0;1;6;1;5;0;0
08.06.2024;07:11;A 36;1;0;0;1;19;0;0;0;0;1;9;0;0;0;0;1;1;1;1;0;0;0;0;1;4;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;07:10;A 36;1;0;0;1;1;1;1;0;0;1;5;1;5;0;0;0;0;1;46;0;0;0;0;0;0;1;6;0;0;0;0;0;0;1;26;0;0;1;2;0;0;1;7;0;0;1;2;0;0;1;46;1;1;0;2;0;0;1;8;1;4;0;0
08.06.2024;07:09;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;1;17;0;0;0;0;0;0;1;21;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;1;0;0;1;57;0;0;0;0;0;29;1;34
08.06.2024;07:08;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;28;0;0;0;0;0;0;1;34;0;0;1;34;0;0;1;51;0;0;2;9;1;57;1;55
08.06.2024;07:07;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21;2;3;0;0;0;0;2;13;2;11;0;0;0;0;2;5;1;3;0;0;0;0;2;13;2;8;0;0;0;0;2;33;0;0;0;0;0;0;1;42;0;0;0;0
08.06.2024;07:06;A 36;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;29;0;0;0;0;0;0;1;7;0;0;0;0;0;0;1;3;0;0;3;50;0;0;0;6;0;0;2;56;0;0;1;11;0;0;0;0;2;20;1;17;0;0;0;0
08.06.2024;07:05;A 36;1;0;0;2;38;0;0;0;0;0;16;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;07:04;A 36;1;0;0;2;9;0;0;0;0;2;39;0;0;0;0;0;0;1;5;1;17;0;0;0;0;1;20;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;07:03;A 36;1;0;0;0;0;0;0;1;39;0;0;0;0;1;5;0;0;0;0;1;15;0;0;0;0;1;23;1;5;0;0;0;0;0;0;1;14;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0
08.06.2024;07:02;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18;0;0;0;0;2;18;1;25;4;25;0;0;2;25;0;0;0;0;0;0;3;13;1;5;0;0;0;0;0;0;1;1;0;0;1;3;0;0;1;3;0;0;2;5
08.06.2024;07:01;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;47;0;0;0;0;3;6;2;37;1;3;0;0;0;0;2;4;1;50;0;0;0;0;2;13;1;7;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0;0
08.06.2024;07:00;A 36;1;0;0;1;24;0;0;0;0;1;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;26;0;0;42;25;0;0;2;26;2;6;2;5
08.06.2024;06:59;A 36;1;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;2;54;0;0;1;22;0;0;2;31;6;13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25;0;0;0;11;0;0;1;7;0;0;0;0
08.06.2024;06:58;A 36;1;0;0;0;0;1;4;1;10;0;0;1;30;1;3;0;0;0;0;1;16;0;0;0;0;0;0;1;13;3;1;0;0;0;0;0;0;1;24;0;0;0;0;0;0;1;5;0;0;0;0;0;0;1;62;0;0;0;0;2;4;2;4
08.06.2024;06:57;A 36;1;1;1;0;0;0;0;1;38;0;0;0;0;1;5;1;1;4;34;0;8;0;0;2;4;2;28;0;0;0;0;0;0;1;17;1;7;0;0;0;0;1;6;1;9;0;0;0;0;0;0;0;0;1;54;0;0;0;0;2;5;1;3
08.06.2024;06:56;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;2;7;0;0;0;0;1;22;2;14;0;0;0;0;1;22;0;0;0;0;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;06:55;A 36;1;0;0;1;18;0;0;0;0;1;12;0;0;0;0;2;4;1;10;1;2;0;0;2;11;1;16;1;17;0;0;0;0;1;1;1;13;0;0;0;0;1;4;1;8;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;4;0;6
08.06.2024;06:54;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;2;28;2;2;2;11;2;24;2;24
08.06.2024;06:53;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;1;67;0;0;0;0;1;9;1;6;0;0;2;19;0;0;2;43;3;61;3;11;0;0;2;38;1;18;0;0;0;0;1;22;0;0;1;2;0;0;1;7;0;0
08.06.2024;06:52;A 36;1;0;0;1;44;0;0;0;0;2;10;0;0;0;0;0;0;0;22;1;4;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;17;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0
08.06.2024;06:51;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;16;0;0;0;0;0;2;3;14;0;0;0;0;0;0;1;21;1;1;1;27;0;0;1;4;1;3;1;4;0;0;0;0;0;0;1;2;1;8;1;3;2;7;1;6
08.06.2024;06:50;A 36;1;0;0;1;26;0;0;0;0;2;13;0;0;0;0;0;0;1;21;1;1;1;19;1;5;0;27;7;24;1;6;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;1;1;0;0;0;0
08.06.2024;06:49;A 36;1;0;0;0;22;1;2;0;0;0;0;1;19;0;0;0;0;3;36;0;0;0;75;0;0;3;49;0;0;0;0;0;0;1;4;1;1;0;0;0;0;1;80;2;9;0;0;0;0;2;25;0;0;1;63;0;0;1;36;1;3;1;6
08.06.2024;06:48;A 36;1;0;0;1;1;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;1;18;0;0;0;0;1;0;1;5;0;0;1;1;0;0;4;56;0;0;1;5;0;0;3;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;06:47;A 36;1;0;0;1;3;0;0;0;0;1;39;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;1;2;2;44;0;0;0;0;1;7;2;17;0;0;0;0;1;1;0;0;0;0;0;0;1;4;0;0;0;0
08.06.2024;06:46;A 36;1;0;0;1;19;0;0;0;0;1;7;0;0;0;0;0;0;1;3;1;1;1;48;0;0;2;10;2;6;1;51;0;0;0;0;0;0;1;35;0;0;0;0;0;0;1;6;0;0;1;1;0;0;1;67;0;0;1;3;0;0;1;3
08.06.2024;06:45;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;1;0;0;0;0;2;9;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;06:44;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;1;6;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;6;0;0;0;0
08.06.2024;06:43;A 36;1;0;0;2;35;1;1;0;0;1;49;1;3;0;0;0;0;2;28;1;1;0;0;0;0;2;18;1;3;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;1;13;0;0;1;36;0;0;2;9;0;0;1;4
08.06.2024;06:42;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;1;19;0;48;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;31;1;4;1;0;0;28;0;30
08.06.2024;06:41;A 36;1;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;1;17;1;11;0;100;0;0;1;10;1;18;0;0;0;0;2;5;0;0;2;36;0;0;2;10;0;0;2;44;0;0;1;29;0;0;1;68;0;0;1;7;1;79;1;78
08.06.2024;06:40;A 36;1;0;0;1;3;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;1;6;0;29;0;0;0;27;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;06:39;A 36;1;0;0;1;32;0;0;0;0;1;9;0;0;0;0;1;39;2;25;0;0;0;0;1;8;1;34;1;26;1;6;1;30;0;0;1;29;0;0;1;6;0;0;1;7;0;0;0;0;1;13;0;0;0;0;0;0;0;1;0;0;0;0
08.06.2024;06:38;A 36;1;0;0;0;0;0;0;1;19;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;21;0;0;6;11;1;23;0;0;0;0;2;15;1;9;0;0
08.06.2024;06:37;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;1;19;1;53;0;0;2;9;1;10;1;60;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0
08.06.2024;06:36;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;8;1;1;0;0;2;4;0;7;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;8;0;0;0;0;0;0
08.06.2024;06:35;A 36;1;0;0;2;8;0;0;0;0;0;4;0;0;0;0;1;13;2;38;0;0;0;0;1;5;2;27;5;10;0;0;0;0;1;17;0;0;0;0;0;0;1;10;0;0;0;0;0;0;2;26;0;0;0;0;0;0;2;11;0;0;0;0
08.06.2024;06:34;A 36;1;0;0;2;21;0;0;0;0;2;43;0;0;0;0;0;16;4;3;1;1;0;0;0;0;4;13;1;2;0;0;0;0;1;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;06:33;A 36;1;0;0;0;0;1;1;0;0;0;0;1;4;0;0;2;1;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;1;21;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;06:32;A 36;1;0;0;0;27;1;3;1;11;0;0;1;11;1;5;0;0;3;87;1;72;0;4;0;0;0;94;0;13;0;0;0;0;1;13;0;0;0;58;2;12;1;8;1;16;0;0;0;0;1;1;0;0;0;3;0;0;1;5;0;0;0;0
08.06.2024;06:31;A 36;1;0;0;2;67;0;0;0;0;1;12;0;0;0;0;0;0;3;36;0;0;1;70;0;0;2;58;1;2;1;5;0;0;0;0;0;0;2;66;0;0;0;0;0;0;1;11;0;0;0;0;0;0;1;54;0;0;0;0;0;0;1;3
08.06.2024;06:30;A 36;1;2;4;1;5;1;1;0;0;1;17;1;3;0;0;0;0;1;19;1;26;0;0;0;0;1;6;1;6;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;1;5;0;0;1;31;1;11;0;0;0;0;0;37;1;10;0;0
08.06.2024;06:29;A 36;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;8;1;3;0;0;0;0;0;0;1;22;0;0;0;0;0;0;1;6;0;0;0;0;0;2;0;0;0;0;0;0;1;8;1;2;0;0
08.06.2024;06:28;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;4;0;0;0;0
08.06.2024;06:27;A 36;1;0;0;1;4;0;0;1;28;1;7;0;0;1;5;0;0;1;1;1;1;0;0;0;0;1;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;7;0;0;0;0
08.06.2024;06:26;A 36;1;0;0;1;35;0;0;0;0;1;42;0;0;0;0;1;41;2;19;0;35;0;0;1;9;2;18;0;0;0;0;0;0;0;0;1;2;2;8;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;06:25;A 36;1;0;0;1;23;1;5;0;0;1;32;2;11;0;0;1;10;1;50;1;16;0;0;1;9;1;6;1;6;0;0;2;22;1;1;0;0;0;0;1;11;1;3;0;0;1;6;0;0;0;0;0;0;0;11;1;2;0;0;0;10;1;10
08.06.2024;06:24;A 36;1;0;0;1;60;0;0;0;0;0;60;0;0;0;0;0;0;1;9;0;0;0;27;0;0;1;11;0;8;0;0;0;0;1;27;1;3;0;0;1;1;1;7;2;10;0;0;0;0;0;9;1;1;1;43;1;4;0;9;1;49;1;48
08.06.2024;06:23;A 36;1;0;0;1;21;0;0;0;0;2;11;0;0;0;0;0;0;2;30;0;0;1;47;0;0;1;28;1;23;1;7;0;0;1;5;1;1;1;42;0;0;1;11;3;6;1;46;0;0;1;9;0;0;0;0;0;0;1;17;0;0;0;0
08.06.2024;06:22;A 36;1;0;0;1;17;0;0;0;0;2;9;0;0;0;0;0;0;2;25;1;36;0;0;2;46;2;65;1;53;0;0;1;12;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;1;11;0;0;0;22;0;0;2;18;0;0;0;0
08.06.2024;06:21;A 36;1;0;0;1;1;1;24;0;0;1;5;1;7;0;0;0;0;1;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;23;1;10;0;0;1;3;1;4
08.06.2024;06:20;A 36;1;0;0;1;18;0;0;0;0;1;7;0;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;1;8;0;0;0;0;0;0;1;34;0;4;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0
08.06.2024;06:19;A 36;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;68;0;0;0;0;1;3;1;8;0;0;0;0;0;0;1;23;0;0;0;0;0;0;1;24
08.06.2024;06:18;A 36;1;0;0;1;28;0;0;0;0;1;7;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;2;47;0;0;0;0;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;06:17;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;1;6;2;3;0;0;1;43;0;0;0;0;0;0;2;39;0;0;0;0;0;0;0;0;2;23;0;0;0;12;0;0;3;27;0;0;0;0
08.06.2024;06:16;A 36;1;0;0;1;6;0;0;0;0;1;15;0;0;0;0;0;0;3;13;2;18;0;0;0;0;3;19;2;13;0;0;1;9;1;23;0;0;0;0;1;6;1;7;0;0;0;0;0;0;1;35;0;0;1;50;0;0;1;6;0;0;1;5
08.06.2024;06:15;A 36;1;2;3;1;5;2;43;0;0;1;10;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;21;0;0;0;0;0;0;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;06:14;A 36;1;0;0;2;53;0;0;0;23;2;63;0;0;0;0;0;0;1;5;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3;0;0;0;0
08.06.2024;06:13;A 36;1;0;0;0;0;0;0;1;15;1;3;0;0;1;5;1;18;2;2;2;19;1;11;1;9;2;9;2;11;1;5;0;0;2;45;0;0;1;1;0;0;2;11;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;06:12;A 36;1;0;0;0;0;0;0;1;10;0;0;0;0;1;7;0;0;1;1;0;0;0;0;0;0;1;4;0;0;0;0;1;23;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;5;0;0;0;0
08.06.2024;06:11;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;0;0;0;0;0;0;1;5
08.06.2024;06:10;A 36;1;0;0;1;25;1;19;0;0;2;10;2;10;0;0;2;29;0;0;0;0;0;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;1;22;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;06:09;A 36;1;0;0;1;58;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;38;1;7;1;1;0;37;0;37
08.06.2024;06:08;A 36;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;1;26;2;21;0;0;0;0;1;7;2;27;0;0;1;24;0;0;1;11;0;0;0;4;0;0;1;17;0;0;2;28;1;15;2;59;0;0;2;22;3;16;3;30
08.06.2024;06:07;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;14;1;5;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;25;0;0;0;0;0;0;1;3
08.06.2024;06:06;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;2;1;0;20;0;40;0;0;2;9;0;0;0;0;1;42;0;0;1;40;1;2;1;8;0;0;1;10;1;5;0;0;0;0;1;1;0;0;1;4;0;0;1;6;0;0
08.06.2024;06:05;A 36;1;0;0;0;0;1;19;1;29;0;0;1;9;1;7;1;10;1;1;2;28;1;22;1;9;2;6;2;5;1;6;1;1;0;0;0;0;0;2;1;5;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;06:04;A 36;1;0;0;2;27;0;0;0;0;1;38;0;0;0;0;0;0;3;7;0;0;1;3;0;0;2;15;0;9;0;0;0;0;0;0;0;0;1;24;0;0;0;0;0;0;1;5;0;0;3;18;1;4;0;0;1;4;1;21;0;3;0;0
08.06.2024;06:03;A 36;1;0;0;1;46;0;0;0;0;1;8;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;4;2;5;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27;1;27;0;0;0;0;3;47;2;26;0;0
08.06.2024;06:02;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;36;0;0;0;0;0;0;2;16;0;0;0;0;0;0;1;25;0;0;0;0;1;3;1;7;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;3;1;3;0;0
08.06.2024;06:01;A 36;1;0;0;1;37;0;0;0;0;1;49;0;0;0;0;1;1;1;6;0;0;0;0;1;5;2;15;2;7;0;0;0;0;0;0;1;10;0;0;0;0;0;0;1;7;0;0;0;0;1;6;0;0;1;66;0;0;1;7;0;0;2;6
08.06.2024;06:00;A 36;1;0;0;0;7;0;0;0;23;0;0;0;0;0;0;1;1;1;31;0;0;0;0;0;0;1;7;0;0;0;0;1;19;1;43;0;0;0;0;1;7;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;05:59;A 36;1;0;0;2;6;0;0;1;2;2;53;0;0;1;6;0;0;1;1;1;15;0;0;0;0;1;3;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;4;0;0;0;0
08.06.2024;05:58;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0
08.06.2024;05:57;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31;0;0;0;0;0;0;2;6;0;0;0;0;1;1;0;0;1;52;0;0;1;3;0;0;1;5
08.06.2024;05:56;A 36;1;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;05:55;A 36;1;0;0;1;2;0;0;0;0;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;13;0;14;0;0;2;6;0;14;0;13
08.06.2024;05:54;A 36;1;0;0;1;34;0;0;0;0;1;7;0;0;0;0;1;27;1;6;0;0;1;26;1;6;1;6;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40;2;79;0;0;0;0;2;51;4;52
08.06.2024;05:53;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;25;0;0;1;25;0;0;0;0;1;9;1;6;0;0;0;0
08.06.2024;05:52;A 36;1;0;0;1;19;0;0;0;0;1;7;0;0;0;0;0;0;1;1;1;22;0;0;0;0;1;4;1;28;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;1;19;0;0;0;0;0;0;1;18;0;0;0;0;0;0;1;4
08.06.2024;05:51;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;20;1;26;0;0;0;0;0;0;1;4;0;0;0;0;1;11;0;0;0;0;0;0;1;8;0;0
08.06.2024;05:50;A 36;1;0;0;1;40;0;0;0;0;2;12;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;6;0;0;0;0;0;0;1;29;0;0;0;0;0;0;1;6;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;05:49;A 36;1;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;2;33;1;3;0;0;0;0;2;10;1;6;0;0;1;5;0;0;1;33;0;0;1;5;0;0;1;7;0;0;0;0;1;4;0;0;0;0;0;0;1;10;0;0;0;0
08.06.2024;05:48;A 36;1;0;0;1;1;0;0;0;0;1;7;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;4;0;0;1;46;0;0;0;0;1;32;2;5;0;0;0;0;1;7;0;0;1;1;0;0;0;0;0;0;1;5;0;0;0;0
08.06.2024;05:47;A 36;1;0;0;1;42;0;0;0;0;1;8;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;05:46;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33;1;23;0;0;3;28;2;38;5;28;0;0;0;0;2;2;0;0;2;55;0;0;1;5;0;0;3;15;0;0;1;41;0;0;0;0;0;0;1;6;0;0;0;0
08.06.2024;05:45;A 36;1;0;0;0;18;1;8;0;0;0;18;1;8;0;0;1;17;0;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0;0;9;0;0;1;37;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0
08.06.2024;05:44;A 36;1;0;0;2;40;1;1;0;0;2;41;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28;2;3;1;34;0;0;1;6;2;11;2;35;0;0;0;0;0;0;1;33;0;0;0;0;0;0;2;3
08.06.2024;05:43;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;10;0;0;2;6;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;05:42;A 36;1;0;0;0;0;1;48;0;0;0;0;2;54;0;0;1;4;2;21;0;0;0;0;2;12;1;36;0;0;0;0;0;0;0;0;1;19;2;25;0;0;0;0;2;5;2;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;05:41;A 36;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;1;2;1;13;1;1;0;0;1;5;1;10;1;4;0;0;1;42;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2024;05:40;A 36;1;0;0;1;30;0;0;0;0;1;7;0;0;0;0;0;0;2;10;1;3;0;0;0;0;2;12;1;11;0;0;1;38;3;46;0;0;0;46;0;5;0;47;0;0;0;0;0;0;1;1;0;0;0;22;0;0;1;3;0;22;0;21
